"GSM1672345",4
"GSM1672346",2
"GSM1672347",4
"GSM1672348",1
"GSM1672349",2
"GSM1672350",4
"GSM1672351",1
"GSM1672352",3
"GSM1672353",2
"GSM1672354",3
"GSM1672355",4
"GSM1672356",2
"GSM1672357",3
"GSM1672358",4
"GSM1672359",3
"GSM1672360",3
"GSM1672361",3
"GSM1672362",2
"GSM1672363",3
"GSM1672364",3
"GSM1672365",3
"GSM1672366",3
"GSM1672367",1
"GSM1672368",2
"GSM1672369",3
"GSM1672370",2
"GSM1672371",3
"GSM1672372",1
"GSM1672373",1
"GSM1672374",4
"GSM1672375",3
"GSM1672376",4
"GSM1672377",2
"GSM1672378",4
"GSM1672379",1
"GSM1672380",4
"GSM1672381",3
"GSM1672382",3
"GSM1672383",4
"GSM1672384",1
"GSM1672385",4
"GSM1672386",3
"GSM1672387",3
"GSM1672388",4
"GSM1672390",3
"GSM1672391",1
"GSM1672392",3
"GSM1672393",4
"GSM1672394",3
"GSM1672395",3
"GSM1672396",1
"GSM1672397",1
"GSM1672398",3
"GSM1672399",4
"GSM1672400",4
"GSM1672401",4
"GSM1672402",4
"GSM1672403",1
"GSM1672404",4
"GSM1672405",1
"GSM1672406",1
"GSM1672407",4
"GSM1672408",2
"GSM1672409",3
"GSM1672410",1
"GSM1672411",4
"GSM1672412",1
"GSM1672413",1
"GSM1672414",4
"GSM1672415",4
"GSM1672416",4
"GSM1672417",4
"GSM1672418",4
"GSM1672419",4
"GSM1672420",4
"GSM1672421",2
"GSM1672422",2
"GSM1672423",4
"GSM1672424",1
"GSM1672425",3
"GSM1672426",4
"GSM1672427",1
"GSM1672428",3
"GSM1672429",3
"GSM1672430",1
"GSM1672431",3
"GSM1672432",2
"GSM1672433",2
"GSM1672434",2
"GSM1672435",4
"GSM1672436",2
"GSM1672437",4
"GSM1672438",4
"GSM1672439",2
"GSM1672440",2
"GSM1672441",3
"GSM1672442",1
"GSM1672443",3
"GSM1672444",4
"GSM1672445",3
"GSM1672446",3
"GSM1672447",2
"GSM1672448",3
"GSM1672449",1
"GSM1672450",4
"GSM1672451",3
"GSM1672452",2
"GSM1672453",3
"GSM1672454",2
"GSM1672455",3
"GSM1672456",4
"GSM1672457",2
"GSM1672458",1
"GSM1672459",3
"GSM1672460",3
"GSM1672461",1
"GSM1672462",3
"GSM1672463",4
"GSM1672464",3
"GSM1672465",3
"GSM1672466",3
"GSM1672467",4
"GSM1672468",3
"GSM1672469",1
"GSM1672470",1
"GSM1672471",1
"GSM1672472",3
"GSM1672473",3
"GSM1672474",3
"GSM1672475",2
"GSM1672476",1
"GSM1672477",2
"GSM1672478",3
"GSM1672479",4
"GSM1672480",3
"GSM1672481",1
"GSM1672482",1
"GSM1672483",1
"GSM1672484",3
"GSM1672485",3
"GSM1672486",2
"GSM1672487",2
"GSM1672488",3
"GSM1672489",3
"GSM1672490",3
"GSM1672491",3
"GSM1672492",4
"GSM1672493",3
"GSM1672494",4
"GSM1672495",3
"GSM1672496",3
"GSM1672497",1
"GSM1672498",1
"GSM1672499",3
"GSM1672500",4
"GSM1672501",3
"GSM1672502",2
"GSM1672503",3
"GSM1672504",3
"GSM1672505",1
"GSM1672506",1
"GSM1672507",1
"GSM1672508",1
"GSM1672509",3
"GSM1672510",4
"GSM1672511",3
