"","GSM1213670","GSM1213671","GSM1213672","GSM1213673","GSM1213676","GSM1213677","GSM1213678","GSM1213679","GSM1213680","GSM1213681","GSM1213682","GSM1213683","GSM1213685","GSM1213686","GSM1213687","GSM1213688","GSM1213689","GSM1213690","GSM1213691","GSM1213692","GSM1213693","GSM1213694","GSM1213695","GSM1213696","GSM1213697","GSM1213698","GSM1213699","GSM1213700","GSM1213702","GSM1213703","GSM1213704","GSM1213707","GSM1213710","GSM1213715","GSM1213716","GSM1213717","GSM1213720","GSM1213722","GSM1213723","GSM1213724","GSM1213726","GSM1213727","GSM1213728","GSM1213730","GSM1213733","GSM1213734","GSM1213735","GSM1213736","GSM1213737","GSM1213738","GSM1213739","GSM1213740","GSM1213741","GSM1213742","GSM1213743","GSM1213746","GSM1213747","GSM1213749","GSM1213750","GSM1213751","GSM1213752","GSM1213753","GSM1213754","GSM1213756","GSM1213757","GSM1213758","GSM1213759","GSM1213760","GSM1213761","GSM1213762","GSM1213763","GSM1213764","GSM1213768","GSM1213769","GSM1213770","GSM1213773","GSM1213774","GSM1213775","GSM1213777","GSM1213779","GSM1213780","GSM1213781","GSM1213782","GSM1213783","GSM1213784","GSM1213785","GSM1213787","GSM1213788","GSM1213792","GSM1213793","GSM1213794","GSM1213795","GSM1213797","GSM1213798","GSM1213800","GSM1213801","GSM1213803","GSM1213804","GSM1213805","GSM1213806","GSM1213807","GSM1213808","GSM1213809","GSM1213810","GSM1213811","GSM1213812","GSM1213814","GSM1213816","GSM1213818","GSM1213819","GSM1213820","GSM1213824","GSM1213825","GSM1213826","GSM1213827","GSM1213831","GSM1213833","GSM1213834","GSM1213836","GSM1213837","GSM1213840","GSM1213844","GSM1213845","GSM1213846","GSM1213847","GSM1213848","GSM1213849"
"CLP",0.22123548554434,0.197753574462794,0.166247038141435,0.144552373337199,0.185373634325154,0.212318565524405,0.193263732222448,0.179506528144501,0.210527519556728,0.141482098843092,0.184995783717576,0.176849770662527,0.225534213261998,0.196161345210298,0.174426897391543,0.161005681310921,0.127085885022207,0.160793216828944,0.246178683701363,0.229037430406032,0.221231879277476,0.166468430314829,0.233247811666973,0.155700934917661,0.204738210772394,0.182273607870457,0.201032484463536,0.203178553756981,0.235191080269313,0.18082640188117,0.179679735060738,0.141439488124253,0.219422629801544,0.190903944560219,0.187854178087649,0.107324300879732,0.147446636229674,0.135617038396951,0.0766115158811144,0.187101398099958,0.14916775373092,0.168251334266667,0.136272333015748,0.0976737718464639,0.103170031754469,0.16240778013549,0.197233912655476,0.181963847481437,0.13820816134663,0.158370415863411,0.0936448337844774,0.157824149836023,0.1487206174317,0.154999101446749,0.0344167445883496,0.120944211938653,0.144409917916979,0.133478447819072,0.132844395286045,0.123073340810555,0.147069287972604,0.145112033079674,0.130990343417685,0.148034722898369,0.149677262160803,0.136221550279233,0.214716124232575,0.175072609586123,0.126828459199739,0.096552369777574,0.173600941828014,0.0711615657022113,0.141730948763847,0.119262128184241,0.132114004793734,0.18148959346776,0.179303631258666,0.218846378357269,0.206083669024079,0.162108834333652,0.155250331283736,0.1399836154271,0.154611465135416,0.110752962590875,0.107876714257883,0.184902230250188,0.170666214064225,0.137229479546365,0.154734403468931,0.224038468244953,0.176815044567116,0.129832031333784,0.184118721103419,0.134683894562883,0.138419143463218,0.153324628149216,0.178035617430539,0.157443923404616,0.175849854744726,0.183129365697031,0.122986948511348,0.191741261416561,0.194167307306785,0.236064993205737,0.191124233801273,0.159290985152554,0.170625238093565,0.183802648403622,0.154963776932368,0.168104395561251,0.160080637394217,0.217703059087848,0.126909984229123,0.179605439852675,0.157221595522662,0.181548148912869,0.215724838857167,0.193856096594492,0.152414386124249,0.247387018984693,0.19839210736366,0.141393976691199,0,0.206567077574283,0.202610529410574,0.215440838658289,0.183609270395069
"CMP",0,0.101588654881913,0.0516600846713622,0.0642954712042389,0,0.0390584393271319,0.0609744741116128,0.0946201173597226,0.0111048437265633,0.0704222283859373,0.0172806130788249,0.0880371542132559,0.083525351714635,0,0.023408326307593,0.0484376078000608,0.159507105828139,0.0737538162223131,0.0140080984298711,0.0201954616711381,0.0104091074308263,0.0903945034688868,0,0.0719017255332082,0.0193285711944325,0.0437465047685185,0.0487906445994873,0.0200229390226447,3.53625210836294e-18,0.0959889058667593,0.0439172914569969,0.0721047805390022,4.77921967691371e-18,0,0.00757690193449064,0.0164478913580418,0.0866707128617989,0.0289153176100774,0.0362298664304683,0.125902483744006,0.0987211864466527,0.0225280547733488,0.0945893674696085,0.0827377393103458,0.0850657308597197,0.0902918892943549,0.0561474251467234,3.76330520722655e-18,0.0439069191180223,0.0220217560156866,0.123608671433581,0.0476594236803223,0.117421241500902,0.0395492605867042,0.169819292562511,0.0581779098636052,0.0388008523087537,0.0595090767770865,0.0262914207710546,0.0886630114206213,0.054655919172608,0.0509509159669947,0.0555224272096877,0.0768450955063586,0.00476848939337821,0.121245231910113,0.0325950066373098,0.0643778894540128,0.0362430415747806,0.0782900404901786,0.00337347076791394,0.0611976233680369,0.0389523275292029,0.0421862427834396,0.0564495559080367,0,0.0524168142506605,0,0,0.0618937698076099,0.0773304411471646,0.0713623696120808,0.0223745520414848,0.0785119133695232,0.0568899451527423,0.00665986118155999,0.0660089283830036,0.106964180913507,0.113902052866872,0.0392501999848778,0.0421659688261853,0.0976539481812331,0.0845442005864111,0.0425561005365698,0.0798178006227157,0.0435310053544283,0.0702192207738984,0.0165420549726566,0.00453902939642365,0.0104119871964378,0.0276678573446191,0.0849230219482254,0.0799609197130453,0.0609487308715583,0.0229291551316675,0.0629671647148591,0.0182032296499908,0.0607348680123575,0.0679376365972507,0.0196688328039556,0,0,0.0720411260851371,6.62393492777829e-18,0,0.0230108398052069,2.33634288792462e-18,0.00302868941827856,0.0310796949704319,1.7874779002291e-18,6.75392391674861e-20,0.0820171934909922,0.0676531799499971,0.0230291503122991,0.0848133338364577,0,0
"Basophils",0.177180502004749,0,0.0279504509517913,0.0947835850961818,0.218463981864864,0.13405266997749,0.224977190476752,0.195222326442289,0.169720379774493,0.225193539756744,0.197532749504839,0.133469187131475,0.0459814532721554,0.15777581074332,0.108606020567028,0.0668170007421433,0.359111253290363,0.239352652330741,0.24707586085628,0.162391516621198,0.160710492639654,0,0.320493437178852,0.16934593564076,0.314498876152659,0.31343663047865,5.94993656578941e-18,0,0.3578939710525,0.208963223334897,0.0505993039904794,0.144390811333171,0.372207502729041,0.22985173895148,0.137536511385923,0.278531212752836,0.13669156836156,0.224832153115938,0.405055357916098,0,0.107278371041214,0.231237137983987,0.0852910318871204,0.353576937046102,0.194994633704381,0.219721727319415,0.0450390895283881,0.276016687499088,0.1159327998971,0.148819424984866,0.267407867354279,0.0262241245399396,0.312722798702286,0.185935141744583,0.304074512284708,0.22426684339634,3.67963189050145e-18,0.0635876082615696,0.282538576706408,0.177179810584248,0.175219317962095,0.0293849045567274,0.0717286529770398,0,0.211277361443023,0.0969369674579797,0.116418925518259,0.286325818069423,0.130814829678387,0.466419812159404,0.238169317111408,0.24302092212372,0.510233624997783,0.198075066489591,0.25080455132627,0.138623806570623,0.18260085074578,0.231008041440376,0.474557458812568,0.188971700727784,0.14478037888969,0.13701871085898,0.181262764004607,0.454789901141329,0.148175764260317,0.277129920403532,0.11373197848308,0.287041467227668,0.0969024693448263,0.254818706804906,0.0661893962463897,0.245971328072145,0,0.387833281435887,0.0773095039805791,0.173894750651387,0.217822180028462,0.268818229740107,0.26229753498799,0.293892127803114,0.281600757889565,0.0649195714242778,0.155874157815062,0,0.00533817516453055,0.380617922764757,0.127922654810153,0.287705775280364,0.0924130993165265,0.0262285201691452,0.205944673667126,0.0674057264675439,0.241586282894992,0.211305279043571,0.110504547988103,0.0692321807256514,0.358328844731677,0.297588311122347,0.345885679140882,0.115797543564288,0.130531870224088,0.205142140152835,0.434937046167295,0.13938377589974,0.217334038891236,0.171508127890985,0.319721192551679
"cDC",0.0100435980277556,0.0393511629112215,6.43066055653782e-18,1.39481054681808e-17,0,0,0.10210471077905,0,0.0348064212381211,0,0.034449052081552,0.121551124210492,0.0841961067650034,1.43897807326571e-17,0.0178360479461168,0.119128636731854,0.0789987093397041,0,0,0.163270581215896,0,0.0250806039050465,6.19086682742006e-18,0.053825527705461,0.0408776323839189,0,0.00175252610409891,0.153311702394365,2.2202442793489e-17,0.116969166057444,0.128088953212044,0.099269348312757,0,7.50497746931269e-18,0,0,0.0270294466843033,0,0.0480208684740139,0,0,0.0576883180703685,9.08046559189116e-19,0.0713229133442392,1.66071503606241e-17,0,0.0486043893118855,0,4.34562812114379e-18,1.53157697891422e-19,0.0853700748020341,0.0510102774618494,0.046090422991465,2.86026887461594e-18,0.0329727952359518,0.00839143595539423,0.0142695742071434,0.0159042556323917,0.0238585678178892,0.127093037601823,0.0426781307710363,0.0213647355207529,0,0.150782194479647,0,4.51278221546908e-19,5.11214853088908e-18,0,0.0338511781364465,0.036663194455292,0,1.91432838486983e-17,0,0.092541061935649,1.74842237089021e-18,0.0100789621883162,0.00189861416448755,0.0187846538637298,0,0.108463972811454,0.0434193176596434,0.0394126543556946,0.0643102289153435,0.0311279088549576,2.18212656762472e-18,0,0.0348042102621694,0.0783209195248442,0.0948286130724277,0,0.101757904190347,0.038486409591556,3.30934388059596e-19,7.76176375335125e-18,0.0574985357266474,0.0392248864764643,0,0,6.29859490318642e-18,0.0721726905475304,0,0.0360755602323896,0.194934496587243,0.0618463194610449,0.0510689002641976,0.0190601123752519,0,1.12027063962558e-19,0.0844393110044049,1.38323703312251e-17,0,0,2.13922604979717e-18,1.10905317600375e-17,0,0,0,0.0472102856114827,1.24404254226898e-17,9.99098011025559e-19,0,0.0303148473838036,9.7780157056054e-19,0.0396115388342481,0.166531335081949,1.19331426604481e-18,0
"DC",0.0997976671614265,0.127146343583975,0.0713750140788538,0.00544851749135977,3.8460653008301e-18,0.0117774897530513,0.144155120730031,0.0484397953112022,0.0808875426549276,0.0803005570617119,0.105566003026213,0.126229247324301,0.130612971091945,0.0297159895175189,0.0805983454104357,0.105350155657388,0.173594063579339,0.0706762017803667,0.0593828095959028,0.193875043771369,0,0.08714250634303,0.041928930875806,0.0977301636351821,0.104541931084944,0.0735340364315802,0.0917658034408125,0.201081703342944,0.00326684603205247,0.163754767653201,0.192221706827187,0.129913504507158,0,0.046823809716061,0.0604366038216493,0.0614322159525603,0.0771433754075232,0.0262041240763734,0.132379751904115,0,0.0847766037367651,0.102807727264182,0.0688694589316902,0.160778070566374,0.0310732771088432,0.0513195601390086,0.0689760409893651,0.0354653518623862,0.00797337069446828,0.0509627736593729,0.120073517740671,0.100432004398884,0.0952102586203469,0.0793383638191877,0.100317878505898,0.0910212250564877,0.0607542305393038,0.108505030511959,0.122569970182204,0.183780541362608,0.117640129601869,0.0812530128938362,0.00826023900408098,0.185898637833147,0.0444103629629924,0.0652002146554952,0.0108458707161192,5.43920207252682e-19,0.0701067778505352,0.139447593492103,0.0320384938112762,0.039907667011798,0.0130843174348451,0.152154307795093,0.0515124674184085,0.0535095214153832,0.103927077727742,0.0802268003534673,0,0.156694153989611,0.145369627026652,0.147960206435373,0.102288048586081,0.108141646444959,0.0422670467476559,5.75419688072294e-19,0.11265712713807,0.13716963909933,0.142084461491964,0.0333968823221176,0.128484479160293,0.105603595374783,1.00531012202226e-18,0.0245348867140849,0.090740835820533,0.161220777043088,0.0663282586777323,0.0204746196990306,0.0242554649695845,0.153347631384577,0,0.077587783419247,0.195840558330463,0.0364205494481843,0.152164307468652,0.100377323164928,0.0997990955403638,0.101140394723301,0.126917468775025,0,0.0164188627795484,0.0175679631029394,0.0685137509474312,0.00760079404963334,5.10406010797471e-19,1.35287134888778e-18,0.0170589259953496,0.138895242905301,0.0288379972558002,0.0163735556822159,0.00935285436767677,0.125565935987276,0.116306253550526,0.0799577162386668,0.205368528972727,0.0460821300405185,0.0546418687060648
"Eosinophils",0.0724863963959711,0.158274353999767,0.166747413242817,0.168109418543868,1.29027175496321e-17,0.0677312667558213,0.193448720471404,0.318156077036396,0.0836601404465876,0.227564141491174,0.137621841766429,0.0977159664567786,0.0623988342547036,0.0530896245468847,0.164146345418342,0.115549439623164,0.258578855918909,0.0744027208098807,0.0379227078659879,0.0622260933858662,0.194332960784137,0.0613737330042708,0.0365202360364588,0.151913014053829,0.127776386223005,0.403553990143181,0.154389338041168,0.205263656309226,0.0691833917544688,0.12455398405571,0.159248789128437,0.197792790328169,0.154893561993487,0.18384085933296,0.212644355093918,0.195399175122649,0.143319315160717,0.326420226823347,0.370100593684802,0.0648610177667683,0.195878287415065,0.295955387110572,0.257717121585436,0.313270087267439,0.232436626756558,0.232207333179313,0.0935926212418051,0.0970239096466705,0.188010436365266,0.192814611209635,0.191341727397506,0.282161657789357,0.0857238323365935,0.178493784468008,0.437778178098635,0.476431955215607,0.105136513975803,0.215412185847266,0.26662069942117,0.226544385855368,0.259665271661293,0.200348821435787,0.234630356043212,0.19575748958548,0.117780143533115,0.292771912979278,0.0514682573057614,0.117478335437701,0.257937587252999,0.390502198467687,0.343833599362598,0.323312656258768,0.244663826929985,0.277684630141305,0.19416987464516,0.262967891636431,0.0806068925874042,0.124049072620202,0.0954208184964891,0.265769653813075,0.189960298524688,0.213251434591861,0.0694558189622951,0.220725196294922,0.261065990764035,0.0943889907811957,0.365224063227023,0.0955008287356313,0.201631314749551,0.0689100514274982,0.10470771151162,0.230495785351319,0.104159800692774,0.196804324128988,0.150940532737988,0.195892018383723,0.234439510598664,0.081190944386081,0.29010863137856,0.0963832114968462,0.21422233463873,0.120825736494964,0.0697652548663585,0.0237997808097038,0.271746750951596,0.250332811988781,0.184678145545136,0.223788499325246,0.158677814367364,0.0267285310153011,0.100616728901377,0,0.219513897929655,0.0260928495434595,0.112922650402782,0.110644529509384,0.0817287797765282,0.273850241371356,0.297438699655404,0,0.138382679897296,0.184940751919659,0.540358348262456,0.173241287638314,0.165789820617808,0.10759111397294,0.131807213682191
"iDC",0.144395316944592,0.165045752200867,0.122237050017056,0.116860877756338,3.70505883143916e-17,0.137643607439682,0.199503571583313,0.161012397561194,0.136904987441887,0.127971702381723,0.113697055086682,0.143930433537591,0.180613023799825,0.111720740613475,0.134944487735453,0.0857336451111307,0.19919366121606,0.129728387024332,0.143172677639239,0.187268685311001,0.0527649894045042,0.136517485548977,0.0934773892277176,0.138858461574198,0.152489391959697,0.161719026667273,0.130739482805186,0.179642051911491,0.0859958123531742,0.174106351485173,0.185527709762664,0.123824074741913,0.0916416641412298,0.168658331315065,0.172162632123649,0.127712577405363,0.122041821886989,0.100132687511331,0.196126936041937,0.0553486329533315,0.137107531174757,0.172306418477286,0.124788775497976,0.196152848304674,0.0550568193215144,0.125066832197836,0.169867783056315,0.107129264921726,0.096720140566716,0.115082681992931,0.108162077292807,0.129887841546761,0.154743631743536,0.191439539246734,0.203518958753381,0.123915258365247,0.130651512920941,0.159049477743433,0.210275687290992,0.192280577088553,0.151348128435578,0.135809972738749,0.0889119711589124,0.186996725721149,0.114153771945274,0.158596174694258,0.108007916706232,0.112036580650163,0.137044553695732,0.178684704816304,0.122291083815905,0.106796294378126,0.0982066901631754,0.158245165448216,0.1207672044262,0.139479030352927,0.157698605196637,0.151917800849408,0.071186674264315,0.141674623148097,0.178358971578787,0.188726638809919,0.121884171930104,0.195795445180448,0.0787846125263993,0.0370974446076865,0.183849552018111,0.178061101754472,0.108769496244037,0.0922114302711816,0.128969984477933,0.183665111793329,0.0546398676599177,0.0882882732414691,0.144377153146415,0.197056138714294,0.165968910835891,0.124917005505606,0.120087576171434,0.206708674872338,0.0559786786819343,0.120186185393167,0.178895428410909,0.121838788419333,0.170660612988084,0.173001843987923,0.152585296477861,0.162187192585238,0.151411724976831,0.0915743692709314,0.0817342756564401,0.058570821497655,0.118008846539327,0.0464354407619056,0.040720500966247,0.0438662396778748,0.101323112037292,0.195881914962926,0.122931234789103,0.135377205312867,0.0681940570727033,0.193085346660775,0.169318591943698,0.146972782307214,0.189857141848767,0.0988092087697372,0.113593277311579
"Macrophages",0.271085818147704,0.187726660507147,0.28322376848912,0.300502830688756,0.141316886899892,0.168674480147161,0.243711162483358,0.214096892418566,0.228076897704205,0.194837918956795,0.210756508354134,0.159769560856231,0.151578321372013,0.160173299011032,0.12519292516555,0.194290475049649,0.244367651945748,0.234320428736733,0.197062934192622,0.223383415662395,1.83383946323507e-17,0.219320924871575,0.321734869337753,0.219373307088671,0.272053329041165,0.244156642716614,0.328993365027667,0.246310855726854,0.144423880857628,0.169946544688705,0.229574161953424,0.202244524716903,0.253315397745325,0.173695994808906,0.225863562890618,0.241351145461915,0.18439418923214,0.169806685122727,0.221223158825544,0.152266607249106,0.241128141034907,0.300803788295846,0.23344777503675,0.237675274690104,0.187301774303925,0.172070065764498,0.152194728910961,0.325203339145133,0.0753433170498487,0.186338867710282,0.219287559140682,0.214213266768498,0.167337553557212,0.187794856169534,0.19375153132477,0.267262967385139,0.223194836425511,0.176125592824506,0.214356857694514,0.191167045795629,0.243736209227768,0.140984214605278,0.202171347298402,0.18197183768861,0.228544113323165,0.197358064494884,0.06580070527177,0.179669452337564,0.151376731530705,0.225157566589084,0.321683705351474,0.24855316284799,0.207156348755656,0.217278905877374,0.26882983209776,0.219183950094875,0.287363751906934,0.30252461825465,0.214335461240713,0.26162953901044,0.277357778461881,0.287624389862395,0.19617116773015,0.285599588305113,0.164264064222539,0.0682235022245073,0.31596006298805,0.217401643912683,0.25640781007048,0.252806872536315,0.18293262616259,0.181166084191792,0.107248292536463,0.177423631124023,0.269837403774131,0.284196738000971,0.243487347591343,0.197049053319251,0.284997912884902,0.342613125830389,0.297921806790425,0.233851129612355,0.0804487936130039,0.17113538196705,0.300087759401766,0.286229795726418,0.323329312644099,0.261321923058708,0.255944656600704,0.10103569796463,0.187855792392754,0.217617876373988,0.176284094103504,0.130427273462189,0.125025373212944,0.103398407544325,0.262227262184162,0.279890826519601,0.0926947230187742,0.229791814795137,0.290343619499609,0.278205039570837,0.158286054773355,0.226528719242515,0.193168930595847,0.241916720571959,0.319191586403258
"Macrophages M1",0.127426574297655,0.0699563547988871,0.133749743239379,0.0919050448400082,0.07273972165702,0.0820098704513329,0.0920942333451724,0.0926690307157982,0.109048911926837,0.0693261757325118,0.0972800785420543,0.0695337954855905,0.0436568569517194,0.0709429884732908,0.0562399023213521,0.0478217934888554,0.0769039434094841,0.0518180674134617,0.0945482613886297,0.0720041470536598,0,0.0962422071882936,0.175512348212755,0.0755192046838793,0.101065367401593,0.12672053069152,0.107772695458864,0.101910789902408,0.0742404640170945,0.0666039602089998,0.0900850178547588,0.0911134974829357,0.139430892662288,0.101615708099472,0.112828705185198,0.101169103607532,0.0598203650577749,0.0943149253814343,0.085587024882089,0.0668110570800486,0.121020453072739,0.118009816885267,0.077423472849308,0.0772493538370514,0.0706250756665563,0.083755164384056,0.056487039829439,0.12551092215401,0.0429802309837595,0.0917042609417786,0.0937194926459708,0.0813382258728893,0.0542138007854173,0.0630556470167051,0.0684230423204004,0.093617677979366,0.0694757833974422,0.0732666780051581,0.0563733762706274,0.0722788587829505,0.0807324860925884,0.0676322239517221,0.0724470233427646,0.0646408586756127,0.121860144227615,0.051286098572818,0.0242868801840725,0.0851354832023226,0.0530985815888378,0.101413745332174,0.138095497515508,0.10689157448068,0.0780943899225473,0.089312989883329,0.0874261665896679,0.0955040518846135,0.113609216983858,0.139261951354111,0.0961240440177298,0.0955212096086982,0.0857869723103237,0.0938231367580638,0.0701728047628957,0.120925237559333,0.058285244872349,0.0373209760975896,0.117990049945953,0.0772170618081758,0.0813318637950256,0.147100260952636,0.089162012763433,0.0806237214361217,0.0495042996290949,0.0607145787111942,0.0817591935909416,0.145089667665037,0.097789882189158,0.0855314017385085,0.139887958574477,0.129202435891936,0.137885519954265,0.0581998032099598,0.0156528435823127,0.0725699673674524,0.12268388059008,0.125776686482046,0.129467804628132,0.111694110811294,0.0882576024249864,0.0500574025415074,0.0767869416173537,0.110442292455608,0.039536529735282,0.0749008713192136,0.0467727808351028,0.0505467173787982,0.121921504195288,0.104491450280324,0.0293312650738493,0.103830261533279,0.137770279406034,0.0830843367002666,0.0971510047821074,0.0919973212424829,0.0580210902406054,0.129633726418574,0.153669550386513
"Macrophages M2",0.0602882886400371,0.071414475618939,0.0995362744813465,0.26493746440747,0,5.95621201935876e-18,0.104579646462172,0.106414068793811,0,0.137199231819941,0,1.6953192676314e-19,0.0585053429332555,0.0543891654150134,0.0188839052285289,0.133946083252716,0.142727105571423,0.147902660355098,0.0344382750193157,0.0670848124221526,9.6638695265867e-18,0.0301912542859109,0.0741691327563922,0.108569003958707,0.194382616777043,0.068799434891543,0.202234732629961,0.060837216268171,0.0505858526085662,0.0134086611770372,0.0784875806425962,0.0280723866097027,0.0479206510312416,0.00279603022155811,0.0478817451072846,0.133922008362806,0.123044067137485,0.0438993773359343,0.141241674316861,0.0769277484093427,0.0800924484129956,0.165245823087158,0.14858467766929,0.154565743966599,0.141448647105975,0.0633210333184187,0.0440846745497781,0.205382558688789,0.0212794626305495,0.0706407331971854,0.0872882421877793,0.135427884359196,0.0882956213080207,0.094461257237913,0.163657811683355,0.227000510475597,0.130966706173256,0.0608547012481274,0.187987845791756,0.0852677195198967,0.133321341072873,0.0446502235896717,0.156566145551108,0.0505127894890057,0.0540672652766565,0.181517985309933,0.00146040731212661,0.0803395499087618,0.0594945042415643,0.105456173679245,0.184801880804578,0.143086073731316,0.186003204790587,0.12876369410494,0.223220305932812,0.0859388536753748,0.116838774788981,0.0852511553764511,0.116576987072999,0.12001462983856,0.16799412034,0.199160844138463,0.108049970715964,0.16259677652466,0.0778572384753334,0.0532953000047672,0.173078497669399,0.0954004593222599,0.0970178396623902,0.0347848912564563,0.00590622305537361,0.073666695669647,0.000564196308793812,0.117526273511284,0.146291847481275,0.049011728866006,0.0950837999948155,0.0826000224163841,0.0897475986977776,0.133921564526122,0.189040958792114,0.129251833817246,0,4.04368324075293e-19,0.0886218936344783,0.110231644953735,0.139530812094157,0.110614477771503,0.123135438717852,1.32047037868202e-18,0.0576090095053384,2.1970193723623e-18,0.119418895794694,0,0.030758093391378,0.0117293014115185,0.0708429030309033,0.118035506103476,0.122887931743776,2.80612419361942e-17,0.14282260963547,0.177308095391382,0.0808787621343126,0.0894393681243035,0.0929133482317569,0.0136404547802329,0.139922921623949
"Mast cells",0.0117988346377962,0.0424537112774563,0.0343318483072759,0.0300132206697571,0.0115002308683814,0.0236138572388064,0.0281304659967983,0.0428935498721642,0.017181235106056,0.0274691440143682,0.0245705669503407,0.0334939655223643,0.0330577294670973,0.0121814399519825,0.0134668622810529,0.0201866438757128,0.0498983495111457,0.0282369173145351,0.017627746302195,0.0228246216627088,0.0149803853556575,0.00869597225812551,0.0204460115014177,0.0238181068223469,0.0299716512510327,0.0537218570127045,0.0304941798028378,0.0155530349114728,0.0104436094573262,0.0328651070397836,0.0193375411308549,0.0246125306367365,0.00587587375581009,2.71050543121376e-20,0.00587799305775942,0.0138982319074458,0.0320455466101444,0.0129114273559027,0.0166103978996161,0.0504224474353681,0.0463241778829456,0.0309900964514886,0.0389161988825516,0.0388080304558256,0.032167323297853,0.032523984900289,0.0146702235558081,0.0137208443102824,0.0225486858995747,0.0157039822916818,0.0545746088888356,0.0300823718141993,0.0509794544766802,0.0183262590878807,0.03354046353346,0.0263231753198425,0.0254023276936754,0.0201909078079277,0.0163185769047517,0.0217685767094165,0.0269038228403158,0.0233575176534161,0.0288812685791347,0.0363099177968761,0.016089948659719,0.0505818214515845,0.013438111920326,0.027693441172488,0.015057764369108,0.0170936315845669,0.033040803826738,0.0111868328984683,0.0122895838282004,0.0252424211589309,0.0317342695436861,0.029994683693404,0.0339630178715557,0.0182897647896863,0,0.0362967102272405,0.0321260603493389,0.0276608516294773,0.0289930932521634,0.0300577529420253,0.0278553408695936,0.0056978790574305,0.0363416330715805,0.026353992178106,0.036611204883525,0.020820291999258,0.02420847294588,0.0422926351522204,0.0237980981677819,0.021660156059158,0.0383175240632619,0.0298322825988162,0.0263548849574096,0.0112052404068429,0.0346312562916359,0.0242212761474725,0.0301369937203956,0.0475345649451781,0.0342460783228309,0.0257175319718889,0.0327184256338068,0.0463998677384907,0.0334582524616109,0.0330405832341235,0.0311986374528453,0,0.00712592947850497,0.00981050860788735,0.0273933158276378,0.00327349452093132,0.00621966648949266,0.017977296601214,0.00455901078277412,0.0348168231880518,0.00793598242564473,0.00883920580169643,0.0257481960331453,0.0262533552819111,0.00771230742657911,0.0180498339783168,0.035925514804427,0.0116172071792722,0.0141880072444355
"pDC",0.108770848536484,0.0674740476424451,0.132560733285269,0,0.0940361017252986,0,7.86995110153068e-19,0.0752364940859843,0.106743666484339,0.00563393088011281,0.0366182295282647,0.0100628034375823,0.0592408284468061,0.0745486160813848,0.0324798192012941,2.41574346949534e-20,0.0341219015731625,2.77807162402109e-18,0.117309570432186,0.0950387873877254,0,0.0181510933010734,0.150740838159352,0.0270599461644225,0.0797234199131876,0.0297549269979485,0.100744626840548,0.0438446996826682,0.0475387298729283,1.90599741026576e-18,1.89168303725964e-18,0.0207613777455693,0.0864905310745234,0,0.0389760346749537,0.00967387150011398,0,0,0.0124175647903948,0.0227655779365677,0.0301054466765328,0.0744481323140735,0,0,0,0.0562567999670161,0,0.0582469461544857,0,0.00965134218046555,0.0219558167173268,0.0425188864505523,0,0,0,0,0.0602855735353278,0.0125399418509015,0,2.04809060143153e-18,0,0,0,0,0.0760941725911399,0,6.35597636546934e-19,0,0.00917826055489329,0.0312355521720149,0.114974298653968,0.0283593735175368,0,0.0661789901204942,0.0134602378269149,0.0423424303016226,0.114038086813876,0.0786589164310413,0.0357845038324307,0.0376972453345221,0.032319490359572,0.0634541997476262,0.00643459540200004,0.0138346388900976,0.0229042854850476,0.0501793073127345,1.45478747050942e-21,0,0,0.167815526632289,4.77580077381258e-19,1.42109692108096e-20,0.045719703620482,3.96500706954122e-19,0.0133249356966202,0.156964301423423,0.0523143546267473,0,0.0635584119129966,0.0666893599243042,0,0.0464257973297638,0.0477601869492431,0.0337793593380374,0.0666479339284345,0.0399412842824362,0.0951429194562139,0.0242195710986531,0,0.0199199738573866,0.0937457810430713,0.0272381263933397,2.53448058383964e-19,0.0803448368921273,0,0.00536468969440883,0.101306833669234,0.0865604972713714,0,0.10120607794022,0.0126730886170608,0,0,0.103898009991106,0.0224280901777423,0.0717819747986866,0.107731185596318
